Iteration,Timestep,FromStratumID,FromSecondaryStratumID,FromTertiaryStratumID,FromStateClassID,FromAgeMin,FromStockTypeID,ToStratumID,ToStateClassID,ToAgeMin,ToStockTypeID,TransitionGroupID,StateAttributeTypeID,FlowTypeID,TargetType,Multiplier,TransferToStratumID,TransferToSecondaryStratumID,TransferToTertiaryStratumID,TransferToStateClassID,TransferToAgeMin
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Aboveground Slow,,,,Atmosphere,,,Emission: AG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Aboveground Slow,,,,DOM: Belowground Slow,,,Transfer: AG Slow -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Aboveground Very Fast,,,,Atmosphere,,,Emission: AG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Aboveground Very Fast,,,,DOM: Aboveground Slow,,,Decay: AG Very Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Belowground Fast,,,,Atmosphere,,,Emission: BG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Belowground Fast,,,,DOM: Belowground Slow,,,Decay: BG Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Belowground Slow,,,,Atmosphere,,,Emission: BG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Belowground Very Fast,,,,Atmosphere,,,Emission: BG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Belowground Very Fast,,,,DOM: Belowground Slow,,,Decay: BG Very Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Snag Branch,,,,Atmosphere,,,Emission: Snag Branch -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Snag Branch,,,,DOM: Aboveground Fast,,,Transfer: Snag Branch -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Snag Branch,,,,DOM: Aboveground Slow,,,Decay: Snag Branch -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Snag Stem,,,,Atmosphere,,,Emission: Snag Stem -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Snag Stem,,,,DOM: Aboveground Medium,,,Transfer: Snag Stem -> AG Medium,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Douglas-fir Inland Group,,DOM: Snag Stem,,,,DOM: Aboveground Slow,,,Decay: Snag Stem -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Atmosphere,,,,Biomass: Coarse Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Coarse Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Atmosphere,,,,Biomass: Fine Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Fine Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Atmosphere,,,,Biomass: Foliage,,NPP,Net Growth Wetland Forested: Atmosphere -> Foliage,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Atmosphere,,,,Biomass: Merchantable,,NPP,Net Growth Wetland Forested: Atmosphere -> Merchantable,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Atmosphere,,,,Biomass: Other Wood,,NPP,Net Growth Wetland Forested: Atmosphere -> Other Wood,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Coarse Root,,,,DOM: Aboveground Fast,,,Biomass Turnover: Coarse Roots -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Coarse Root,,,,DOM: Belowground Fast,,,Biomass Turnover: Coarse Roots -> BG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Fine Root,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Fine Roots -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Fine Root,,,,DOM: Belowground Very Fast,,,Biomass Turnover: Fine Roots -> BG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Foliage,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Foliage -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Merchantable,,,,DOM: Snag Stem,,,Biomass Turnover: Merchantable -> Snag Stems,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Other Wood,,,,DOM: Aboveground Fast,,,Biomass Turnover: Other Wood -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,Biomass: Other Wood,,,,DOM: Snag Branch,,,Biomass Turnover: Other Wood -> Snag Branches,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Fast,,,,Atmosphere,,,Emission: AG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Fast,,,,DOM: Aboveground Slow,,,Decay: AG Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Medium,,,,Atmosphere,,,Emission: AG Medium -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Medium,,,,DOM: Aboveground Slow,,,Decay: AG Medium -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Slow,,,,Atmosphere,,,Emission: AG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Slow,,,,DOM: Belowground Slow,,,Transfer: AG Slow -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Very Fast,,,,Atmosphere,,,Emission: AG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Aboveground Very Fast,,,,DOM: Aboveground Slow,,,Decay: AG Very Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Belowground Fast,,,,Atmosphere,,,Emission: BG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Belowground Fast,,,,DOM: Belowground Slow,,,Decay: BG Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Belowground Slow,,,,Atmosphere,,,Emission: BG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Belowground Very Fast,,,,Atmosphere,,,Emission: BG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Belowground Very Fast,,,,DOM: Belowground Slow,,,Decay: BG Very Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Snag Branch,,,,Atmosphere,,,Emission: Snag Branch -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Snag Branch,,,,DOM: Aboveground Fast,,,Transfer: Snag Branch -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Snag Branch,,,,DOM: Aboveground Slow,,,Decay: Snag Branch -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Snag Stem,,,,Atmosphere,,,Emission: Snag Stem -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Snag Stem,,,,DOM: Aboveground Medium,,,Transfer: Snag Stem -> AG Medium,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Elm/Ash/Cottonwood Group,,DOM: Snag Stem,,,,DOM: Aboveground Slow,,,Decay: Snag Stem -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Atmosphere,,,,Biomass: Coarse Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Coarse Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Atmosphere,,,,Biomass: Fine Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Fine Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Atmosphere,,,,Biomass: Foliage,,NPP,Net Growth Wetland Forested: Atmosphere -> Foliage,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Atmosphere,,,,Biomass: Merchantable,,NPP,Net Growth Wetland Forested: Atmosphere -> Merchantable,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Atmosphere,,,,Biomass: Other Wood,,NPP,Net Growth Wetland Forested: Atmosphere -> Other Wood,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Coarse Root,,,,DOM: Aboveground Fast,,,Biomass Turnover: Coarse Roots -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Coarse Root,,,,DOM: Belowground Fast,,,Biomass Turnover: Coarse Roots -> BG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Fine Root,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Fine Roots -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Fine Root,,,,DOM: Belowground Very Fast,,,Biomass Turnover: Fine Roots -> BG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Foliage,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Foliage -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Merchantable,,,,DOM: Snag Stem,,,Biomass Turnover: Merchantable -> Snag Stems,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Other Wood,,,,DOM: Aboveground Fast,,,Biomass Turnover: Other Wood -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,Biomass: Other Wood,,,,DOM: Snag Branch,,,Biomass Turnover: Other Wood -> Snag Branches,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Fast,,,,Atmosphere,,,Emission: AG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Fast,,,,DOM: Aboveground Slow,,,Decay: AG Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Medium,,,,Atmosphere,,,Emission: AG Medium -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Medium,,,,DOM: Aboveground Slow,,,Decay: AG Medium -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Slow,,,,Atmosphere,,,Emission: AG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Slow,,,,DOM: Belowground Slow,,,Transfer: AG Slow -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Very Fast,,,,Atmosphere,,,Emission: AG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Aboveground Very Fast,,,,DOM: Aboveground Slow,,,Decay: AG Very Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Belowground Fast,,,,Atmosphere,,,Emission: BG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Belowground Fast,,,,DOM: Belowground Slow,,,Decay: BG Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Belowground Slow,,,,Atmosphere,,,Emission: BG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Belowground Very Fast,,,,Atmosphere,,,Emission: BG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Belowground Very Fast,,,,DOM: Belowground Slow,,,Decay: BG Very Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Snag Branch,,,,Atmosphere,,,Emission: Snag Branch -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Snag Branch,,,,DOM: Aboveground Fast,,,Transfer: Snag Branch -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Snag Branch,,,,DOM: Aboveground Slow,,,Decay: Snag Branch -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Snag Stem,,,,Atmosphere,,,Emission: Snag Stem -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Snag Stem,,,,DOM: Aboveground Medium,,,Transfer: Snag Stem -> AG Medium,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Hardwoods Group,,DOM: Snag Stem,,,,DOM: Aboveground Slow,,,Decay: Snag Stem -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Atmosphere,,,,Biomass: Coarse Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Coarse Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Atmosphere,,,,Biomass: Fine Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Fine Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Atmosphere,,,,Biomass: Foliage,,NPP,Net Growth Wetland Forested: Atmosphere -> Foliage,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Atmosphere,,,,Biomass: Merchantable,,NPP,Net Growth Wetland Forested: Atmosphere -> Merchantable,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Atmosphere,,,,Biomass: Other Wood,,NPP,Net Growth Wetland Forested: Atmosphere -> Other Wood,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Coarse Root,,,,DOM: Aboveground Fast,,,Biomass Turnover: Coarse Roots -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Coarse Root,,,,DOM: Belowground Fast,,,Biomass Turnover: Coarse Roots -> BG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Fine Root,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Fine Roots -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Fine Root,,,,DOM: Belowground Very Fast,,,Biomass Turnover: Fine Roots -> BG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Foliage,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Foliage -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Merchantable,,,,DOM: Snag Stem,,,Biomass Turnover: Merchantable -> Snag Stems,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Other Wood,,,,DOM: Aboveground Fast,,,Biomass Turnover: Other Wood -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,Biomass: Other Wood,,,,DOM: Snag Branch,,,Biomass Turnover: Other Wood -> Snag Branches,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Fast,,,,Atmosphere,,,Emission: AG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Fast,,,,DOM: Aboveground Slow,,,Decay: AG Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Medium,,,,Atmosphere,,,Emission: AG Medium -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Medium,,,,DOM: Aboveground Slow,,,Decay: AG Medium -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Slow,,,,Atmosphere,,,Emission: AG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Slow,,,,DOM: Belowground Slow,,,Transfer: AG Slow -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Very Fast,,,,Atmosphere,,,Emission: AG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Aboveground Very Fast,,,,DOM: Aboveground Slow,,,Decay: AG Very Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Belowground Fast,,,,Atmosphere,,,Emission: BG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Belowground Fast,,,,DOM: Belowground Slow,,,Decay: BG Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Belowground Slow,,,,Atmosphere,,,Emission: BG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Belowground Very Fast,,,,Atmosphere,,,Emission: BG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Belowground Very Fast,,,,DOM: Belowground Slow,,,Decay: BG Very Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Snag Branch,,,,Atmosphere,,,Emission: Snag Branch -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Snag Branch,,,,DOM: Aboveground Fast,,,Transfer: Snag Branch -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Snag Branch,,,,DOM: Aboveground Slow,,,Decay: Snag Branch -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Snag Stem,,,,Atmosphere,,,Emission: Snag Stem -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Snag Stem,,,,DOM: Aboveground Medium,,,Transfer: Snag Stem -> AG Medium,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Exotic Softwoods Group,,DOM: Snag Stem,,,,DOM: Aboveground Slow,,,Decay: Snag Stem -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Atmosphere,,,,Biomass: Coarse Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Coarse Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Atmosphere,,,,Biomass: Fine Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Fine Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Atmosphere,,,,Biomass: Foliage,,NPP,Net Growth Wetland Forested: Atmosphere -> Foliage,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Atmosphere,,,,Biomass: Merchantable,,NPP,Net Growth Wetland Forested: Atmosphere -> Merchantable,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Atmosphere,,,,Biomass: Other Wood,,NPP,Net Growth Wetland Forested: Atmosphere -> Other Wood,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Coarse Root,,,,DOM: Aboveground Fast,,,Biomass Turnover: Coarse Roots -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Coarse Root,,,,DOM: Belowground Fast,,,Biomass Turnover: Coarse Roots -> BG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Fine Root,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Fine Roots -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Fine Root,,,,DOM: Belowground Very Fast,,,Biomass Turnover: Fine Roots -> BG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Foliage,,,,DOM: Aboveground Very Fast,,,Biomass Turnover: Foliage -> AG Very Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Merchantable,,,,DOM: Snag Stem,,,Biomass Turnover: Merchantable -> Snag Stems,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Other Wood,,,,DOM: Aboveground Fast,,,Biomass Turnover: Other Wood -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,Biomass: Other Wood,,,,DOM: Snag Branch,,,Biomass Turnover: Other Wood -> Snag Branches,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Fast,,,,Atmosphere,,,Emission: AG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Fast,,,,DOM: Aboveground Slow,,,Decay: AG Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Medium,,,,Atmosphere,,,Emission: AG Medium -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Medium,,,,DOM: Aboveground Slow,,,Decay: AG Medium -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Slow,,,,Atmosphere,,,Emission: AG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Slow,,,,DOM: Belowground Slow,,,Transfer: AG Slow -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Very Fast,,,,Atmosphere,,,Emission: AG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Aboveground Very Fast,,,,DOM: Aboveground Slow,,,Decay: AG Very Fast -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Belowground Fast,,,,Atmosphere,,,Emission: BG Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Belowground Fast,,,,DOM: Belowground Slow,,,Decay: BG Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Belowground Slow,,,,Atmosphere,,,Emission: BG Slow -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Belowground Very Fast,,,,Atmosphere,,,Emission: BG Very Fast -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Belowground Very Fast,,,,DOM: Belowground Slow,,,Decay: BG Very Fast -> BG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Snag Branch,,,,Atmosphere,,,Emission: Snag Branch -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Snag Branch,,,,DOM: Aboveground Fast,,,Transfer: Snag Branch -> AG Fast,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Snag Branch,,,,DOM: Aboveground Slow,,,Decay: Snag Branch -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Snag Stem,,,,Atmosphere,,,Emission: Snag Stem -> Atmosphere,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Snag Stem,,,,DOM: Aboveground Medium,,,Transfer: Snag Stem -> AG Medium,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Fir/Spruce/Mountain Hemlock Group,,DOM: Snag Stem,,,,DOM: Aboveground Slow,,,Decay: Snag Stem -> AG Slow,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Hemlock/Sitka Spruce Group,,Atmosphere,,,,Biomass: Coarse Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Coarse Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Hemlock/Sitka Spruce Group,,Atmosphere,,,,Biomass: Fine Root,,NPP,Net Growth Wetland Forested: Atmosphere -> Fine Roots,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Hemlock/Sitka Spruce Group,,Atmosphere,,,,Biomass: Foliage,,NPP,Net Growth Wetland Forested: Atmosphere -> Foliage,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Hemlock/Sitka Spruce Group,,Atmosphere,,,,Biomass: Merchantable,,NPP,Net Growth Wetland Forested: Atmosphere -> Merchantable,,1.0,,,,,
,,,,,Wetland:Palustrine Forested Hemlock/Sitka Spruce Group,,Atmosphere,,,,Biomass: Other Wood,,NPP,Net Growth Wetland Forested: Atmosphere -> Other Wood,,1.0,,,,,
